Name,Manga,Anime,Appears in,Japanese,English,Birthdate,Sex,Status,Height,Weight,Blood type,Occupation,Affiliation,Ninja Rank,Novel,Movie,Game,OVA,Age,Team,Partner,Ninja Registration,Family,Nature Type,Jutsu,Tools,Kekkei Genkai,Clan,Species,Classification,Chūnin Prom. Age,Academy Grad. Age,Unique Traits,Tailed Beast,Jinchūriki,Kekkei Mōra,Kekkei Tōta
['Kosuke Maruboshi'],,['Naruto Shippūden Episode #190'],"['Anime, Game, Movie']",['Yutaka Nakano \nJunpei Endō  (Young Adult)'],['Doug Stone'],,['Male'],,,,,,['Konohagakure'],['Part II: Genin'],,['Naruto the Movie: Blood Prison'],['Naruto Mobile'],,,,,,,['Nature Type\n        \n Water Release\n Earth Release\n Yin Release'],['Jutsu\n\n\nEarth Release: Hiding Like a Mole Technique\n\n\nIron Pan Furious Attack\n\n\nLeaf-Style Willow\n\n\nShuriken Shadow Clone Technique\n\n\nWater Release: Water Bullet Technique\n\n\nWater Release: Water Dragon Bullet Technique\n\n\nWater Release: Water Formation Wall'],['Tools\n\n\nTantō'],,,,,,,,,,,
['Kotetsu Hagane'],['Naruto Chapter #36'],['Naruto Episode #3'],"['Anime, Manga, Game, Movie']",['Tomoyuki Kōno'],"[""Liam O'Brien""]",['July 21'],['Male'],,['Part I: 167.5  cm'],['Part I: 52.3  kg'],['B'],"[""Chūnin Exams Assistant\nVillage Gate Guard  (Anime only)\nFifth Hokage's Assistant""]",['Konohagakure\n Allied Shinobi Forces'],['Part I: Chūnin'],,['Naruto Shippūden the Movie: The Will of Fire'],['Naruto: Ultimate Ninja'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 24\nPart II: 28'],['Twenty Platoons\n Konoha Barrier Team (Anime only)\n First Division'],['Izumo Kamizuki'],['012050'],,['Nature Type\n        \n Yin Release'],['Jutsu\n\n\nChains: Twin Fangs Slash\n\n\nDemonic Illusion: False Surroundings Technique\n\n\nTwin Fangs Slash'],['Tools\n\n\nBō (Anime only)\n\n\nConch Shell Mace\n\n\nKunai Blade\n\n\nKusari'],,,,,,,,,,,
['Kotohime'],,['Naruto Episode #139'],['Anime'],['Shōko Okamoto'],['Cindy Robinson'],,['Female'],,,,,,['Otogakure'],,,,,,,,,,,,['Jutsu\n\n\nHair Binding Technique'],['Tools\n\n\nPoison'],,['Fūma Clan (Land of Sound)'],,,,,,,,,
['Koyuki Kazahana'],,,['Movie'],['Yūko Kaida\nKaren Miyama  (Child)'],['Kari Wahlgren'],,['Female'],,,,,['Actress'],['Yukigakure\n Kazahana Castle\n Land of Fire'],,,['Naruto the Movie: Ninja Clash in the Land of Snow'],,,,,,,['Family\n\t\nSōsetsu Kazahana (Father)\nDotō Kazahana (Uncle)'],,,['Tools\n\n\nHexagonal Crystal\n\n\nPepper Balloon Earrings'],,,,['Daimyō'],,,,,,,
['Kozuchi'],,['Boruto Episode #71'],['Anime'],['Yūko Sanpei'],,,['Male'],['Deceased'],,,,,['Iwagakure'],['Gaiden: Academy Student'],,,,,,,,,['Family\n\t\nŌnoki (Grandfather)\nIshikawa (Great-Great Grandfather)'],,,,,['Kamizuru Clan'],,,,,,,,,
['Kuen'],,['Boruto Episode #117'],['Anime'],,,,['Female'],['Deceased'],,,,['Shrine maiden  (Former)'],,,,,,,,,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Kujaku'],,['Naruto Episode #216'],['Anime'],['Yōko Sōmi'],['Cindy Robinson'],,['Female'],['Deceased'],,,,,['Takumi Village'],,,,,,,['Four Celestial Symbols Men'],,,,['Nature Type\n        \n Wind Release'],['Jutsu\n\n\nNinja Tools Barrier: Reverse Fish Scales Formation\n\n\nRotating Ferocious Wind\n\n\nWind Cutter Technique\n\n\nWind Return'],['Tools\n\n\nWeaknessless Soaring Shortswords'],,,,,,,,,,,
['Kuma Panda'],['Boruto Chapter #1'],['Boruto Episode #221'],"['Anime, Manga, Novel, Movie']",['Hirokazu Sekido'],,,,,,,,,['Land of Fire'],,['Boruto: Naruto the Movie'],['Boruto: Naruto the Movie'],,,,,,,,,,,,,['Panda'],,,,,,,,
['Kumade Toriichi'],['Naruto Chapter #12'],['Naruto Episode #7'],"['Anime, Manga']",,['Dan Woren'],,['Male'],['Deceased'],,,,,['Konohagakure'],['Part I: Tokubetsu Jōnin'],,,,,['Part I: 29'],,,,,,,,,,,,,,,,,,
['Kumadori'],['Naruto Chapter #406'],['Naruto Shippūden Episode #154'],"['Anime, Manga, Game']",['Yōji Ueda'],['Doug Stone'],,['Male'],,,,,,['Konohagakure'],,,,['Naruto: Ultimate Ninja Online'],,['Part II: 26'],['Medic Corps\n Analysis Team'],,,,,,,,,,['Medical-nin'],,,,,,,
['Kumo Reincarnated Shinobi'],,['Naruto Shippūden Episode #307'],['Anime'],['Ryūichi Kijima'],['Crispin Freeman'],,['Male'],['Deceased'],['Part II: 180 cm'],,,,['Kumogakure'],,,,,,,,,,,,,,,,,,,,,,,,
['Kunihisa'],,['Naruto Episode #174'],['Anime'],['Sakiko Uran'],['Kari Wahlgren'],,['Male'],,,,,,['Land of Fire'],,,,,,,,,,['Family\n\t\nKunijirō (Father)'],,,,,,,,,,,,,,
['Kunijirō'],,['Naruto Episode #174'],['Anime'],['Shunsuke Takamiya'],['Jamieson Price'],,['Male'],,,,,['Jeweller'],,,,,,,,,,,['Family\n\t\nKunihisa (Son)'],,,,,,,,,,,,,,
['Kunugi Mokume'],['Naruto Chapter #160'],['Naruto Episode #91'],"['Anime, Manga, Game']",['Toshitsugu Takashina'],['Henry Dittman'],,['Male'],,,,,,['Konohagakure'],['Part I: Jōnin'],,,['Naruto: Ultimate Ninja Online'],,['Part I: 31'],,,,,,,,,,,,,,,,,,
['Kura Kageno'],,['Boruto Episode #261'],['Anime'],['Yui Otagiri'],,,['Female'],,,,,,['Konohagakure'],['Boruto Manga: Academy Student'],,,,,,,,,,,,,,,,,,,,,,,
['Kurama'],['Naruto Chapter #1'],['Naruto Episode #1'],"['Anime, Manga, Novel, Game, Movie']",['Tesshō Genda'],['Paul St. Peter'],,,['Deceased'],,,,,['Konohagakure\n Allied Shinobi Forces'],,"['Naruto: Innocent Heart, Demonic Blood']",['Naruto the Movie: Ninja Clash in the Land of Snow'],['Naruto: Konoha Ninpōchō'],['Naruto Shippūden: UNSG anime cutscenes'],,,,,['Family\n\t\nHagoromo Ōtsutsuki (Creator)\nShukaku (Sibling)\nMatatabi (Sibling)\nIsobu (Sibling)\nSon Gokū (Sibling)\nKokuō (Sibling)\nSaiken (Sibling)\nChōmei (Sibling)\nGyūki (Sibling)'],['Nature Type\n        \n Fire Release (Anime only)\n Wind Release (Anime only)'],['Jutsu\n\n\nBaryon Mode\n\n\nChakra Transfer Technique\n\n\nContinuous Tailed Beast Balls\n\n\nNegative Emotions Sensing\n\n\nNine-Tails Beam (Anime only)\n\n\nNine-Tails Chakra Mode\n\n\nNine-Tails Twister (Anime only)\n\n\nSensing Technique\n\n\nTailed Beast Ball\n\n\nTailed Beast Chakra Arms\n\n\nTailed Beast Full Charge\n\n\nTailed Beast Shockwave\n\n\nTailed Beast Telepathy'],,,,['Kitsune'],['Tailed Beast\nSensor Type\nSage'],,,['Unique Traits\n\t\nDetects negative emotions'],,['Mito Uzumaki \nKushina Uzumaki \nMinato Namikaze (Yin half) \nNaruto Uzumaki \nBlack Zetsu (Yin half) \nObito Uchiha (Yin half)'],,
['Kurenai Yūhi'],['Naruto Chapter #34'],['Naruto Episode #3'],"['Anime, Manga, Novel, Game, Movie']",['Rumi Ochiai\nMegumi Han   (Child)'],['Saffron Henderson  (Episode 3)\nMary Elizabeth McGlynn'],['June 11'],['Female'],,['Part I: 169.1  cm'],['Part I: 54.4  kg'],['AB'],,['Konohagakure'],['Part I: Jōnin'],['Shikamaru Hiden: A Cloud Drifting in Silent Darkness'],['Naruto Shippūden the Movie'],['Naruto: Konoha Ninpōchō'],['Hidden Leaf Village Grand Sports Festival!'],['Part I: 27–28\nPart II: 31–32'],['Team 8'],,['010881'],['Family\n\t\nShinku Yūhi (Father)\nMirai Sarutobi (Daughter)\nAsuma Sarutobi (Spouse)'],['Nature Type\n        \n Yin Release'],['Jutsu\n\n\nDemonic Illusion: Tree Binding Death\n\n\nEvil Sealing Method (Anime only)\n\n\nGenjutsu: Flower Petal Escape (Anime only)\n\n\nHair Camouflage (Anime only)\n\n\nHiding in Surface Technique (Anime only)\n\n\nSensing Technique (Anime only)\n\n\nString Bean Binding Illusion (Anime only)'],,,['Sarutobi Clan'],,['Sensor Type'],['13'],['9'],,,,,
['Kurobachi'],,['Naruto Episode #148'],['Anime'],['Tomoyuki Shimura'],['Beau Billingslea'],,['Male'],['Deceased'],['Part I: 164 cm'],,,,['Iwagakure'],,,,,,,,,,['Family\n\t\nJibachi (Younger Brother)\nSuzumebachi (Sister)\nIshikawa (Grandfather)'],,['Jutsu\n\n\nBeeswax Clone\n\n\nHiding with Camouflage Technique\n\n\nThousand Bee Stings Technique'],,,['Kamizuru Clan'],,,,,,,,,
['Kurobane'],,['Boruto Episode #229'],['Anime'],['Tarusuke Shingaki'],,,['Male'],,,,,,['File:Land of Calm Seas Symbol.svg Land of Calm Seas'],['Gaiden: Anbu'],,,,,,,,,['Family\n\t\nJujumaru (Brother)'],['Nature Type\n        \n Water Release\n Yin Release'],['Jutsu\n\n\nHiding in Mist Technique\n\n\nManipulated Shuriken Technique\n\n\nNinja Art: Infinite Sea Watchtower\n\n\nSecret Technique: Tree Blood Barrier\n\n\nTracking Technique'],['Tools\n\n\nSword'],,,,,,,,,,,
['Kuroma Tatsushiro'],,,['Game'],['Takaya Kuroda'],['Sam Riegel'],,['Male'],,,,,,,,,,['Naruto Shippūden: Dragon Blade Chronicles'],,,,,,['Family\n\t\nAkari Tatsushiro (Sister)'],['Nature Type\n        \n Water Release\n Wind Release\n Earth Release\n Lightning Release\n Fire Release'],['Jutsu\n\n\nSealing Technique: Black Aura\n\n\nSealing Technique: Five Elements'],,,['Ryū Clan'],,,,,,,,,
['Kuromaru'],['Naruto Chapter #137'],['Naruto Episode #79'],"['Anime, Manga']",['Yukihiro Misono'],['Steven Blum \nJohn DeMita   (Part II)'],,['Male'],,,,,,['Konohagakure'],,,,,['Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!'],['Part II: 30'],,['Tsume Inuzuka'],,,,['Jutsu\n\n\nFang Passing Fang\n\n\nPassing Fang'],,,['Inuzuka Clan'],['Ninken'],,,,,,,,
['Kurotsuchi'],['Naruto Chapter #454'],['Naruto Shippūden Episode #199'],"['Anime, Manga, Novel, Game, Movie']",['Hana Takeda'],['Laura Bailey \nCherami Leigh  (Boruto #24+)'],['September 6'],['Female'],,['Part II: 163.6 cm'],['Part II: 47.5 kg'],['O'],['Tsuchikage'],['Iwagakure\n Allied Shinobi Forces'],['Part II: Jōnin\nGaiden: Kage'],['Kakashi Hiden: Lightning in the Icy Sky'],['Boruto: Naruto the Movie'],['Naruto Shippūden: Ultimate Ninja Storm Generations'],,['Part II: 18'],['Second Division'],['Akatsuchi'],['IW-09011'],['Family\n\t\nKitsuchi (Father)\nIshikawa (Great-Great-Grandfather)\nŌnoki (Grandfather)'],['Nature Type\n        \n Lava Release\n Fire Release\n Earth Release\n Water Release\n Yin Release (Novel only)'],['Jutsu\n\n\nEarth Release: Earth Flow Spears (Anime only)\n\n\nEarth Release: Fist Rock Technique (Anime only)\n\n\nEarth Release: Hiding Like a Mole Technique\n\n\nEarth Release: Opening Earth Rising Excavation\n\n\nEarth Release: Rock Shelter\n\n\nLava Release: Ash Stone Seal Technique\n\n\nLava Release: Quicklime Congealing Technique\n\n\nWater Release: Water Trumpet'],['Tools\n\n\nSword (Anime only)'],['Lava Release'],['Kamizuru Clan (Anime only)'],,,,,,,,,
['Kurozuka'],['Naruto Chapter #456'],['Naruto Shippūden Episode #199'],"['Anime, Manga']",,,,['Male'],['Deceased'],,,,,['Land of Woods'],['Part II: Anbu'],,,,,['Part II: 25'],['Prajñā Group'],,,,,,,,,,,,,,,,,
['Kusabi'],['Naruto Chapter #33'],['Naruto Episode #19'],"['Anime, Manga, Game']",['Mizuki Saito'],['Wally Wingert'],,['Male'],,,,,['Mercenary'],['Land of Waves'],,,,['Naruto: Rise of a Ninja'],,['Part I: 23'],['Gatō Company'],,,,,,,,,,,,,,,,,
['Kushimaru Kuriarare'],['Naruto Chapter #522'],['Naruto Shippūden Episode #265'],"['Anime, Manga, Game']",['Hiroshi Shirokuma'],['Grant George'],['November 18'],['Male'],['Deceased'],['Part II: 213  cm'],['Part II: 79.9 kg'],['AB'],,['Kirigakure'],['Part II: Jōnin'],,,['Naruto Shippūden: Ultimate Ninja Storm 3'],,['Part II: 24'],['Seven Ninja Swordsmen of the Mist'],,,,,['Jutsu\n\n\nLongsword Ninja Art — Earth Spider Sewing (Anime only)\n\n\nLongsword Ninja Art: Massacre Method Formation\n\n\nSilent Killing'],['Tools\n\n\nNuibari\n\n\nSenbon (Anime only)\n\n\nWire Strings'],,,,,,,,,,,
['Kushina Uzumaki'],['Naruto Chapter #382'],['Naruto Shippūden Episode #128'],"['Anime, Manga, Game, Movie']",['Emi Shinohara'],['Dorothy Elias-Fahn  (Shippūden episode 128)\nLaura Bailey  (Shippūden episode 246+)'],['July 10'],['Female'],['Deceased'],['Part II: 165  cm'],['Part II: 47  kg'],['B'],,['Uzushiogakure\n Konohagakure'],,,['Naruto Shippūden the Movie: The Lost Tower'],['Naruto Shippūden: Ultimate Ninja Impact'],['Naruto Shippūden: UNSG anime cutscenes'],['Part II: 24'],,,['007310'],['Family\n\t\nNaruto Uzumaki (Son)\nBoruto Uzumaki (Grandson)\nHimawari Uzumaki (Granddaughter)\nMinato Namikaze (Husband)'],['Nature Type\n        \n Wind Release\n Water Release\n Yin Release'],['Jutsu\n\n\nAdamantine Sealing Chains\n\n\nEight Trigrams Sealing Style\n\n\nFour Symbols Seal'],,,['Uzumaki Clan'],,['Jinchūriki'],,,,['Kurama (Forms)'],,,
['Kussaku'],['Naruto Chapter #515'],['Naruto Shippūden Episode #256'],"['Anime, Manga']",,,,['Male'],['Deceased'],,,,,['Kirigakure\n Allied Shinobi Forces'],,,,,,['Part II: 20'],['Sensor Division'],,,,['Nature Type\n        \n Water Release'],['Jutsu\n\n\nSensing Water Sphere'],,,,,['Sensor Type'],,,,,,,
['Kusuma'],['Naruto Chapter #150'],['Naruto Episode #86'],"['Anime, Manga']",,['Kim Strauss'],,['Male'],,,,,['Mask salesman'],['Land of Fire'],,,,,,['Part I: 29'],,,,,,,,,,,,,,,,,,
['Kusuna'],,,['Movie'],['Tetsuya Kakihara'],['Crispin Freeman'],,['Male'],['Deceased'],['Part II: 176 cm'],,,,['Land of Demons'],,,['Naruto Shippūden the Movie'],,,,['Gang of Four'],,,,,['Jutsu\n\n\nDark Medicine\n\n\nSecret Anaesthesia\n\n\nStrengthening Prescription: Chakra Injection'],['Tools\n\n\nScalpel'],,,,['Medical-nin'],,,,,,,
['Kusune'],,['Naruto Shippūden Episode #184'],['Anime'],['Takahiro Yoshino'],['Keith Silverstein'],,['Male'],,,,,,,,,,,,,,['Gameru'],,,,['Jutsu\n\n\nRapid Fire'],['Tools\n\n\nSenbon\n\n\nTsurukame'],,,,,,,,,,,
['Kusushi'],['Naruto Chapter #235'],['Naruto Episode #135'],"['Anime, Manga, Game']",,['Steven Blum'],,['Male'],,,,,,['Konohagakure'],,,,['Naruto: Ultimate Ninja Online'],,['Part I: 24'],['Medic Corps'],,,,,['Jutsu\n\n\nMystical Palm Technique (Anime only)'],,,,,['Medical-nin'],,,,,,,
['Kuwa Yokohori'],,['Boruto Episode #1'],"['Anime, Novel']",['Daichi Fujiwara'],['Christopher Swindle'],,['Male'],,,,,,['Konohagakure'],['Gaiden: Academy Student'],['The New Leaves Soaring Through the Blue Sky!'],,,,,,,,,,,,,,,,,,,,,,
['Kyodaigumo'],['Naruto Chapter #194'],['Naruto Episode #116'],"['Anime, Manga, Game']",,,,['Female'],,,,,,['Otogakure'],,,,['Naruto: Gekitō Ninja Taisen! 4'],,,,,,,,['Jutsu\n\n\nRain of Spiders'],,,,['Spider'],['Summon'],,,,,,,
['Kyohō Fuefuki'],,['Boruto Episode #28'],"['Anime, Novel']",['Yasuhiro Mamiya'],['Mick Wingert'],,['Male'],,,,,,['Kirigakure'],,['School Trip Bloodwind Records'],,,,,['New Seven Ninja Swordsmen'],,,,,,['Tools\n\n\nKabutowari (Anime only)\n\n\nSword (Anime only)'],,,,,,,,,,,
['Kyōya'],['Naruto Chapter #355'],['Naruto Shippūden Episode #122'],"['Anime, Manga']",['Takafumi Kawakami'],['Tony Oliver'],,['Male'],,,,,['Accountant'],['Akatsuki'],,,,,,['Part II: 23'],,['Ginji'],,,,,,,,,,,,,,,,
['Kyūroku Wagarashi'],,['Naruto Episode #102'],['Anime'],['Kazuo Oka'],['Michael McConnohie'],,['Male'],,,,,,['Land of Tea'],,,,,,,,,,,,,,,['Wagarashi family'],,,,,,,,,
['Kyūsuke'],['Naruto Chapter #446'],['Naruto Shippūden Episode #173'],"['Anime, Manga, Game']",['Hidenobu Kiuchi'],['Keith Silverstein'],,['Male'],['Deceased'],['Part II: 171.6 cm'],,,,['Amegakure\n Akatsuki'],,,,['Naruto Shippūden: Ultimate Ninja Storm 3'],,,,,,,['Nature Type\n        \n Lava Release (Anime only)\n Fire Release (Anime only)\n Earth Release (Anime only)'],['Jutsu\n\n\nLava Release: Quicklime Congealing Technique (Anime only)'],['Tools\n\n\nSword (Anime only)'],['Lava Release  (Anime only)'],,,,,,,,,,
['Kō (Anbu)'],,,['Novel'],,,,['Male'],,,,,,['Konohagakure'],['Part I: Anbu'],['Itachi Shinden: Book of Dark Night'],,,,,['Team Ro'],,,,,,,,,,,,,,,,,
['Kō Hyūga'],['Naruto Chapter #430'],['Naruto Shippūden Episode #163'],"['Anime, Manga, Movie']",['Yōji Ueda'],['Sam Riegel'],,['Male'],,,,,"[""Hinata's Bodyguard""]",['Konohagakure\n Allied Shinobi Forces (Anime only)'],['Part II: Jōnin'],,['Road to Ninja: Naruto the Movie'],,,['Part II: 20'],,,,,,,,['Byakugan'],['Hyūga Clan'],,,,,,,,,
['Kō Kogare'],,['Boruto Episode #1'],"['Anime, Novel, Game']",['Hirokazu Sekido'],['Billy Kametz'],,['Male'],,,,,,['Konohagakure'],['Gaiden: Academy Student'],['The New Leaves Soaring Through the Blue Sky!'],,['Naruto: Ultimate Ninja Online'],,,,,,,,,,,,,,,,,,,,
['Kōji'],['Naruto Chapter #94'],['Naruto Episode #56'],"['Anime, Manga']",['Yukiko Amada (Episode 56)\nWakana Sube (Episode 158)\nAyaka Yamashita  (Episode 199-200)\nEri Moritani (Episode 209)'],['Kate Higgins  (Episode 56 and 209)\nBarbara Goodson  (Episode 158)\nSteve Blum  (Episode 199-200)'],,['Male'],,,,,,['Konohagakure'],['Part I: Academy Student'],,,,,['Part I: 10'],,,,,,,,,,,,,,,,,,
['Kōji (Suna)'],,['Naruto Shippūden Episode #395'],['Anime'],['Ryūichi Kijima'],['Steve Staley'],,['Male'],,,,,,['Sunagakure'],['Part I: Genin'],,,,,,['Team Ameno'],,,,,['Jutsu\n\n\nSandstone Fist'],['Tools\n\n\nSand'],,,,,,,,,,,
['Kōmei'],,['Naruto Episode #162'],['Anime'],['Aruno Tahara'],['Paul St. Peter'],,['Male'],,['Part I: 180 cm'],,,"[""Daimyō's Strategist""]",['Land of Birds'],,,,,,,,,,,,,['Tools\n\n\nSword'],,,,,,,,,,,
['Kōrogi'],,['Boruto Episode #128'],['Anime'],['Kōsuke Hatakeyama'],,,['Male'],,,,,,['Konohagakure'],,,,,,,,,,,,,,,,,,,,,,,,
['Kōsuke'],['Naruto Chapter #421'],['Naruto Shippūden Episode #157'],"['Anime, Manga, Game']",['Mitsuhiro Sakamaki'],['Doug Stone'],,['Male'],['Presumed Deceased'],,,,['Messenger Toad'],['Mount Myōboku\n Konohagakure'],,,,['Naruto x Boruto: Ninja Voltage'],,,,,,,,,,,,['Toad'],['Summon'],,,,,,,
['Kōsuke (Scientist)'],['Boruto Chapter #3'],['Boruto Episode #43'],"['Anime, Manga, Novel, Movie']",['Katsunori Okai'],['Benjamin Diskin'],,['Male'],,,,,['Scientist'],['Konohagakure'],,['Boruto: Naruto the Movie'],['Boruto: Naruto the Movie'],,,,['Scientific Ninja Weapons Team'],,,,,,,,,,,,,,,,,
['Kōta'],['Naruto Chapter #221'],['Naruto Episode #129'],"['Anime, Manga']",['Ryoko Kuramochi'],['Roger Craig Smith  (Episode 129)\nBrian Beacock  (Episode 131)'],,['Male'],,,,,,['Konohagakure'],['Part I: Academy Student'],,,,,['Part I: 6'],,,,,,,,,,,,,,,,,,
['Kōtarō Fūma'],,['Boruto Episode #42'],['Anime'],['Anri Katsu'],['Eric Saleh'],,['Male'],,['Gaiden: 178  cm'],,,['Captain of the Konoha Military Police Force'],['Konohagakure'],['Gaiden: Tokubetsu Jōnin'],,,,,,['Konoha Military Police Force'],,,,,,['Tools\n\n\nFūma Shuriken\n\n\nTantō'],,['Fūma Clan (Presumed)'],,,,,,,,,
['Kōza Kubisaki'],,['Naruto Episode #194'],['Anime'],['Atsushi Imaruoka   (ghost voice)'],['Lex Lang   (ghost voice)'],,['Male'],['Deceased'],['Part I: 176 cm'],,,['Daimyō'],['Land of Neck'],,,,,,,,,,,,['Jutsu\n\n\nSummoning Technique (Shiromari)'],['Tools\n\n\nSword'],,,,,,,,,,,
['Kū'],,['Boruto Episode #78'],"['Anime, Game']",['Subaru Kimura'],['Chris Hackney'],,['Male'],['Deceased'],,,,,['Iwagakure'],,,,['Naruto Mobile'],,,,,,['Family\n\t\nŌnoki (Genetic template)\nWhite Zetsu (Genetic source)\nIwa Doctor (Creator)'],['Nature Type\n        \n Dust Release\n Earth Release\n Fire Release\n Wind Release'],['Jutsu\n\n\nAkuta\n\n\nDust Release: Detachment of the Primitive World Technique\n\n\nEarth Release Barrier: Earth Prison Dome of Magnificent Nothingness\n\n\nEarth Release: Drone\n\n\nEarth Release: Fist Rock Technique\n\n\nEarth Release: Golem Technique\n\n\nEarth Release: Light-Weight Rock Technique\n\n\nEarth Release: Reverse Antlion\n\n\nEarth Release: Rock Pillar Prison Technique'],['Tools\n\n\nSword'],,,['Fabrication'],,,,,,,,['Dust Release']
['Kūi Dōtonbori'],,['Boruto Episode #94'],"['Anime, Novel']",['Tarō Masuoka'],,,['Male'],,,,,,,,['Naruto Shinden: Parent and Child Day'],,,,,['Exploding-Till-You-Eat'],,,['Family\n\t\nDaore Dōtonbori (Son)'],,,,,,,,,,,,,,
['Lando'],,['Naruto Shippūden Episode #290'],['Anime'],['Mariko Higashiuchi'],['Stephanie Sheh'],,['Male'],,,,,,['Tonika Village'],,,,,,,,,,['Family\n\t\nDokku (Adoptive Father)\nShiseru (Adoptive Mother)\nLeo (Adoptive Brother)\nMiina (Adoptive Sister)\nFaz (Adoptive Brother)\nSora  (Adoptive Sister)'],,,,,,,,,,,,,,
['Lars Alexandersson'],,,['Game'],['Junichi Suwabe'],,['July 18'],['Male'],,['Part II: 183  cm'],['Part II: 77  kg'],,,,,,,['Naruto Shippūden: Ultimate Ninja Storm 2'],,,,,,,['Nature Type\n        \n Lightning Release'],['Jutsu\n\n\n10 Hit Combo\n\n\nDynamic Entry\n\n\nZeus'],,,,,,,,,,,,
['Leh'],,,['Novel'],,,,['Male'],,,,,,['Land of Redaku'],,['Kakashi Retsuden: The Sixth Hokage and the Failure Boy'],,,,,,,,,,,,,,['Hawk'],,,,,,,,
['Leo'],,['Naruto Shippūden Episode #290'],['Anime'],['Makoto Tsumura'],['Johnny Yong Bosch'],,['Male'],,,,,,['Tonika Village'],,,,,,['Part II: 7'],,,,['Family\n\t\nTonika Village Head (Grandfather)\nMiina (Sister)\nDokku (Adoptive Father)\nShiseru (Adoptive Mother)\nFaz (Adoptive Brother)\nLando (Adoptive Brother)\nSora  (Adoptive Sister)'],,,,,,,,,,,,,,
['Lightning Daimyō'],['Naruto Chapter #488'],['Naruto Shippūden Episode #217'],"['Anime, Manga']",['Yōsuke Akimoto'],['Richard Epcar'],,['Male'],,,,,,['Land of Lightning'],,,,,,['Part II: 57'],,,,,,,,,,,['Daimyō'],,,,,,,
['Lily Himeno'],,,['Novel'],,,,['Female'],,,,,['Singer'],['Purple Moon Island'],,"[""Sasuke Shinden: The Teacher's Star Pupil""]",,,,,,,,,['Nature Type\n        \n Lightning Release'],,,,,,,,,,,,,
['Lion-Turtle'],,,['Movie'],,,,,['Presumed Deceased'],,,,,,,,['Naruto Shippūden the Movie: The Will of Fire'],,,,,,,,['Nature Type\n        \n Fire Release'],,,,,,['Summon'],,,,,,,
['Log'],['Boruto Chapter #0'],['Boruto Episode #39'],"['Anime, Manga, Game']",['Ryūichi Kijima'],['Robbie Daymond'],,['Male'],,,,,,['Otogakure'],,,,['Naruto x Boruto: Ninja Tribes'],,,,,,['Family\n\t\nOrochimaru (Genetic template/Parent)\nMitsuki (Clone/Brother)'],,['Jutsu\n\n\nArmour-Eater\n\n\nTemporary Paralysis Technique'],['Tools\n\n\nSword'],,,['Synthetic Human'],,,,,,,,
['Lyla'],['Sasuke Retsuden Chapter #1'],,['Manga'],,,,['Female'],,,,,,['Land of Redaku'],,,,,,,,,,['Family\n\t\nKail (Mother)'],,,,,,,,,,,,,,
['Mabo'],,,['Game'],,,,['Male'],,,,,,['Konohagakure'],['Part II: Academy Student'],,,['Naruto Shippūden: Ultimate Ninja Storm 4'],,,,,,,,,,,,,,,,,,,,
['Mabui'],['Naruto Chapter #416'],['Naruto Shippūden Episode #152'],"['Anime, Manga, Game, Movie']",['Misaki Sekiyama'],['Dorothy Elias-Fahn'],['February 1'],['Female'],['Deceased'],['Part II: 165  cm'],['Part II: 52.4 kg'],['A'],"[""Fourth Raikage's Assistant""]",['Kumogakure\n Allied Shinobi Forces'],['Part II: Jōnin'],,['Naruto the Movie: Blood Prison'],['Naruto Shippūden: Ultimate Ninja Storm 3'],,['Part II: 29'],,,['CL5550'],,,['Jutsu\n\n\nHeavenly Transfer Technique'],,,,,,,,,,,,
['Madam Shijimi'],['Naruto Chapter #9'],['Naruto Episode #6'],"['Anime, Manga, Game']",['Nozomi Takatsuki'],['Mona Marshall'],['December 24'],['Female'],,['Part I: 146 cm'],['Part I: 59 kg'],['O'],,['Land of Fire'],,,,['Naruto: Konoha Ninpōchō'],,['Part I: 41'],,,,['Family\n\t\nFire Daimyō (Husband)'],,,,,,,,,,,,,,
