Name;Manga;Anime;Appears in;Japanese;English;Birthdate;Sex;Status;Height;Weight;Blood type;Occupation;Affiliation;Ninja Rank;Novel;Movie;Game;OVA;Age;Team;Partner;Ninja Registration;Family;Nature Type;Jutsu;Tools;Kekkei Genkai;Clan;Species;Classification;Chūnin Prom. Age;Academy Grad. Age;Unique Traits;Tailed Beast;Jinchūriki;Kekkei Mōra;Kekkei Tōta
Mito Uzumaki;Naruto Chapter #500;Naruto Shippūden Episode #247;Anime, Manga, Game;Ena Shimokawa, Noriko Miyashita (Young Adult);Mary Elizabeth McGlynn;May 3;Female;Deceased;169.3;48;O;;Uzushiogakure, Konohagakure;;;;Naruto Shippūden: Ultimate Ninja Storm 3;;;;;;Hashirama Senju (Husband), Tsunade (Granddaughter), Nawaki (Grandson);;Negative Emotions Sensing;;;Uzumaki Clan, Senju Clan;;Jinchūriki, Sensor Type;;;;Kurama (Forms);;;
Mitoku;Naruto Chapter #406;Naruto Shippūden Episode #153;Anime, Manga, Game, Movie;Daichi Endō;Michael Sorich;;Male;;;;;Head of the Konoha Cryptanalysis Team;Konohagakure;;;Naruto the Movie: Blood Prison;Naruto: Ultimate Ninja Online;;52;Konoha Cryptanalysis Team;;;;;;;;;;;;;;;;;
Mitsuki;Naruto Chapter #700+1;Boruto Episode #4;Anime, Manga, Novel, Game, Movie;Ryūichi Kijima;Robbie Daymond;July 25;Male;;149;;;;Otogakure, Ryūchi Cave, Konohagakure;Gaiden: Genin;Boruto: Naruto the Movie;Boruto: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm 4;Boruto OVA;;Team 7;;;Orochimaru (Genetic template/Parent), Log (Clone/Brother), Mikazuki (Pet) (Anime only);Wind Release, Lightning Release;Binding Snake Glare Spell, Boruto Stream, Chakra Transfer Technique (Anime only), Claw Creation Technique (Anime only), Hidden Shadow Snake Burial (Anime only), Hidden Shadow Snake Hands, Hidden Shadow Wild Snake Hands, Lightning Release: Purple Electricity (Manga only), Lightning Release: Snake Lightning, Lightning Strike (Anime only), Lorentz Gun (Novel only), Many Hidden Shadow Snake Hands (Anime only), Multiple String Light Formation (Anime only), Sage Art: Great Snake Lightning (Anime only), Sage Mode, Sage Transformation, Sensing Technique (Anime only), Shadow Clone Technique (Anime only), Sickle Weasel Technique (Anime only), Snake Clone Technique, Snake Spying Technique (Anime only), Soft Physique Modification, String Light Formation (Anime only), Summoning Technique (Snake), Super Compression Rasengan (Anime only), Wind Release: Breakthrough, Wind Release: Gale Palm (Anime only);Poison, Sword;Jūgos Clans Kekkei Genkai;;Synthetic Human;Medical-nin, Sage, Sensor Type;;;;;;;
Mitsuo;;Naruto Shippūden Episode #464;Anime;Minoru Kawai;Xander Mobus;;Male;Deceased;;;;Thief (Former), Ninshū Follower;;;;;;;;;;;;;;;;;;;;;;;;;
Mizore Fuyukuma;;;Game, Movie;Holly Kaneko;Kyle Hebert;;Male;Deceased;;;;;Yukigakure;;;Naruto the Movie: Ninja Clash in the Land of Snow;Naruto: Ultimate Ninja 2;;;Dotōs Three-Man-Team;;;;;Explosion: Ice Mountain Destruction (Game only), Roaring Run: Great Strength Ice Strike (Game only);Chakra Armour, Retractable Cable Arm, Snowboard;;;;;;;;;;;
Mizugoke;;;Game;;;;Male;;;;;Mercenary Ninja;;;;;Naruto: The Broken Bond;;;;;;Zenigoke (Brother);;;;;;;;;;;;;;
Mizuki;Naruto Chapter #1;Naruto Episode #1;Anime, Manga, Novel, Game;Shinichirō Miki, Hisayoshi Suganuma (Child);Michael Reisz, Josh Keaton (Naruto: Clash of Ninja 2), Mick Wingert (Shippūden episode 500);October 21;Male;;179.4;69.4;AB;Academy Instructor (Former);Konohagakure, Otogakure (Anime only);Part I: Chūnin;Naruto: Innocent Heart, Demonic Blood;;Naruto: Konoha Ninpōchō;;27;;;11141;;Earth Release (Anime only), Yin Release (Anime only);Animal Cursed Seal (Anime only), Earth Release: Underground Projection Fish Technique (Anime only), Hazy Genjutsu (Anime only), Puppet Technique (Anime only), Silent Killing (Anime only), Soft Physique Modification (Anime only);Fūma Shuriken, Sword (Anime only);;;;Missing-nin;;;;;;;
Mizunoe;;Naruto Shippūden Episode #351;Anime, Game;;;;Male;;;;;;Konohagakure, Root;Part II: Anbu;;;Naruto: Ultimate Ninja Online;;;;;;;;;Sword;;;;;;;;;;;
Mizunoto;Naruto Chapter #424;Naruto Shippūden Episode #160;Anime, Manga;;;;Male;;;;;;Konohagakure, Root;Part II: Anbu;;;;;;;;;;;;Sword (Anime only);;;;;;;;;;;
Mizura;;Naruto Episode #178;Anime;Tōko Aoyama;Brian Beacock;;Male;;;;;;Hoshigakure;Part I: Genin;;;;;;;;;;;;;;;;;;;;;;;
Mo;;Naruto Episode #101;Anime, Game;Hideo Watanabe;Jonathan Fahn;;Male;;187;;;;;;;;Naruto: Path of the Ninja 2;;;Moya Triad;;;;;;;;;;;;;;;;;
Moegi Kazamatsuri;Naruto Chapter #34;Naruto Episode #20;Anime, Manga, Novel, Game, Movie;Noriko Shitaya;Wendee Lee;June 8;Female;;165.5;22;A;Academy Teacher (Anime only), Chūnin Exams Proctor (Anime only);Konohagakure;Part I: Academy Student, Part II: Genin, Gaiden: Jōnin;Naruto Retsuden: Naruto Uzumaki and the Spiral Destiny;Naruto the Movie: Blood Prison;Naruto: Konoha Ninpōchō;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;12;Team Ebisu, Team 10;;;;Wood Release, Earth Release, Water Release;Bouncy Bouncy Technique (Anime only), Earth Release: Earth-Style Wall (Anime only), Earth Release: Gravel, Sexy Technique (Anime only), Water Release: Water Hail (Anime only);;Wood Release;;;Sensor Type;;;;;;;
Moguranmaru;;Naruto Shippūden Episode #402;Anime;;;;;Deceased;;;;;Kusagakure;;;;;;;;;;;;;;;;Mole;Summon;;;;;;;
Mogusa;Naruto Chapter #235;Naruto Episode #135;Anime, Manga, Game;;Brian Beacock;;Male;;;;;;Konohagakure;;;;Naruto: Ultimate Ninja Online;;28;Medic Corps;;;;;Healing Resuscitation Regeneration Technique, Mystical Palm Technique (Anime only);;;;;Medical-nin;;;;;;;
Mokume Arai;;Boruto Episode #177;Anime;Kazuya Saji;;;Male;;;;;Construction worker;Konohagakure;;;;;;;;;;;;;;;;;;;;;;;;
Momiji;;Naruto Episode #187;Anime;Eriko Kigawa;Sandy Fox;;Female;;;;;;Land of Vegetables;;;;;;;;;;;;;;;;;;;;;;;;
Momiji (Tanzaku);Naruto Chapter #150;Naruto Episode #86;Anime, Manga;Mitsuyo Kondo;Michelle Ruff;;Female;;;;;Hostess;Land of Fire;;;;;;21;;;;;;;;;;;;;;;;;;
Momo;;Boruto Episode #99;Anime;Atsushi Tamaru;;;Male;;;;;;Land of Rivers;;;;;;;;;;Sasami (Sister);;;Cursed Seal Device;;;;;;;;;;;
Momo (ninneko);;Naruto Shippūden Episode #498;Anime, Novel;Junko Takeuchi;Maile Flanagan;;Male;;;;;;;;Konoha Hiden: The Perfect Day for a Wedding;;;;;;;;;;Cat Food Clone (Novel only), Flea Shuriken (Novel only);;;;Ninneko;;;;;;;;
Momoshiki Ōtsutsuki;Boruto Chapter #2;Boruto Episode #15;Anime, Manga, Novel, Game, Movie;Daisuke Namikawa;Xander Mobus;;Male;Deceased;176;;;;;;Boruto: Naruto the Movie;Boruto: Naruto the Movie;Naruto Shippūden: Ultimate Ninja Storm 4;;;;Kinshiki Ōtsutsuki;;Kinshiki Ōtsutsuki (Foster Father), Boruto Uzumaki (Vessel);Wind Release, Lightning Release, Earth Release, Water Release, Fire Release, Yin Release, Wood Release (Novel only);Big Ball Rasengan, Black Receiver, Caged Heat Arson Prison, Chakra Edible Creation, Deep Crimson Spiral, Fire Release Bullet: Blaze, Gentle Fist (Anime only), Hair Binding Technique, Inukaitakerunomikoto, Kāma Rift, Lightning Release Bullet: Powerful Breath, Monkey Rock, Pheasant Hunter, Rasengan, Shadow Clone Technique, Shadow Imitation Technique, Spiralling Bullet, Super-Ultra-Big Ball Rasengan, Tailed Beast Ball, Takamimusubinokami, Tool Creation Technique, Ultra-Big Ball Rasengan, Vanishing Rasengan, Water Release Bullet: Orca, Water Release: Torrent Bullet, Water Release: Water Bullet Technique, Water Release: Water Dragon Bullet Technique;;Byakugan , Rinnegan , Wood Release (Novel only);Ōtsutsuki Clan;Celestial Being;;;;Can absorb chakra;;;;
Mondai;;Naruto Episode #161;Anime;Yū Mizushima;Brad MacDonald;;Male;;184;;;;;;;;;;;;Potcha;;;;Super Excellent Hyper Attack;;;;;;;;;;;;
Monga;;Naruto Shippūden Episode #285;Anime;Kenichirō Matsuda;Skip Stellrecht;;Male;Deceased;;;;;Iwagakure, Allied Shinobi Forces;;;;;;;Third Division;;;;Earth Release;Earth Release: Earth and Stone Bamboo Shoot, Earth Release: Earth-Style Wall;;;;;;;;;;;;
Monju;;Naruto Episode #209;Anime;Masayuki Katō;Quinton Flynn;;Male;Presumed Deceased;;;;;;;;;;;;Shinobazu;;;;;Murderous Grasp, Wire Bind, Wire Cage;Wire Strings;;;;Missing-nin;;;;;;;
Monkey King: Enma;Naruto Chapter #120;Naruto Episode #71;Anime, Manga, Game, Movie;Hiroshi Naka;Michael McConnohie , John DeMita (2 video games);;Male;;;;;;Konohagakure, Allied Shinobi Forces;;;Road to Ninja: Naruto the Movie;Naruto: Ultimate Ninja;;;;;;Enra (Grandson);;Adamantine Prison Wall, Transformation: Adamantine Staff;;;;Monkey;Summon;;;;;;;
Monzaemon Chikamatsu;Naruto Chapter #272 (Mentioned);Naruto Shippūden Episode #26 (Mentioned);Anime, Manga;;;;Male;Deceased;;;;;Sunagakure;;;;;;;;;;;;Puppet Technique, Sealing Technique: Lion Closing Roar, Three Jewels Suction Crushing, White Secret Technique: The Chikamatsu Collection of Ten Puppets;Chikamatsu Collection, Lion-Headed Kannon;;;;;;;;;;;
Morio;Naruto Chapter #539;Naruto Shippūden Episode #278;Anime, Manga;;;;Male;;177;;;;Iwagakure, Allied Shinobi Forces;Part II: Chūnin;;;;;26;;;;;;;;;;;;;;;;;;
Moroi;Naruto Chapter #536;Naruto Shippūden Episode #275;Anime, Manga;;;;Male;;;;;Kumo Barrier Team Captain;Kumogakure, Allied Shinobi Forces;;;;;;48;Kumo Barrier Team;;;;;;;;;;;;;;;;;
Motoi;Naruto Chapter #492;Naruto Shippūden Episode #243;Anime, Manga, Game;Daichi Endō , Yukari Oribe (Child);John DeMita;October 16;Male;;177.1;78.4;B;Guide;Kumogakure, Allied Shinobi Forces;Part II: Chūnin;;;Naruto Mobile;;35;;;CL4803;Furui (Father);Lightning Release (Anime only);Lightning Release: Spider Web (Anime only), Summoning Technique (Owl);;;;;;;;;;;;
Mozu Shitakiri;;Boruto Episode #274;Anime;Kumiko Watanabe;;;Female;;;;;Owner of Rakuen;;;;;;;;;;;Tsuzura Shitakiri (Son);;;;;;;;;;;;;;
Mozuku;Naruto Chapter #40;Naruto Episode #21;Anime, Manga, Game, Movie;Daisuke Egawa (Part I), Ryō Iwasaki (Part II);Kyle Herbert (Part I), Todd Haberkorn (Part II);;Male;;170;;;Chūnin Exams Assistant;Konohagakure, Allied Shinobi Forces;Part I: Chūnin;;Naruto the Movie: Blood Prison;Naruto Mobile;;19;Konoha Torture and Interrogation Force;;;;;Psycho Mind Transmission (Anime only);Mind Reading Amplification Machine (Anime only);;;;;;;;;;;
Mozuku (criminal);;Naruto Shippūden Episode #231;Anime;Toshiharu Nakanishi;Kyle Hebert;;Male;;;;;Thief;Mokuzu Island;;;;;;;Mokuzu Gang;;;;;;;;;;;;;;;;;
Mozuku (Land of Calm Seas);;Boruto Episode #228;Anime;Sara Matsumoto;;;Male;Deceased;;;;;File:Land of Calm Seas Symbol.svg Land of Calm Seas;;;;;;;;;;;;Mystical Palm Technique;;;;;Medical-nin;;;;;;;
Mubi;Naruto Chapter #61;Naruto Episode #36;Anime, Manga, Game;Yōji Ueda;Sam Riegel;November 15;Male;;169.5;51;AB;;Amegakure;Part I: Genin;;;Naruto: Clash of Ninja 2;Hidden Leaf Village Grand Sports Festival!;17;Team Oboro;;R1-128;;Earth Release, Yin Release, Water Release (Anime only);Earth Release: Underground Projection Fish Technique, Haze Clone Technique, Mist Servant Technique, Sly Mind Affect Technique, Water Clone Technique (Anime only);Crossbow (Anime only), Sword (Anime only);;;;;;;;;;;
Mugino;Boruto Chapter #16;Boruto Episode #158;Anime, Manga;Jun Kasama, Kei Shindō (Child);Alejandro Saab;;Male;Deceased;;;;;Konohagakure;Boruto Manga: Jōnin;;;;;;;;;;Earth Release;Barrier Releasing Technique (Anime only), Earth Release: Rock Gun Technique (Anime only), Earth Release: Rock Lodging Destruction;;;;;;;;;;;;
Mui;;;Novel, Movie;Masaki Terasoma;Matthew Mercer;;Male;Deceased;198;;;Master of the Hōzuki Castle, Door Guard for the Box of Ultimate Bliss;Kusagakure;Part II: Jōnin;Kakashi Hiden: Lightning in the Icy Sky (Mentioned);Naruto the Movie: Blood Prison;;;;Fruit Group;;;Muku (Son);Fire Release;Fire Release: Heavenly Prison, Summoning Technique (Hōzuki Castles Ninken);Tools;;;;;;;;;;;
Mujin;;Naruto Shippūden Episode #395;Anime;Yō Tokinaga;Keith Silverstein;;Male;;;;;;Sunagakure;Part I: Genin;;;;;;Team Sajin;;;;;;;;;;;;;;;;;
Mujō;;Boruto Episode #141;Anime;Akio Nojima;Mick Wingert;;Male;;;;;Master of Hōzuki Castle;Kusagakure;;;;;;;;;;;Fire Release;Fire Release: Heavenly Prison, Summoning Technique (Hōzuki Castles Ninken);;;;;;;;;;;;
Mukade;Naruto Chapter #260;Naruto Shippūden Episode #15;Anime, Manga, Game;;;;Male;Deceased;;;;Akatsuki spy, Sasoris subordinate;Sunagakure, Akatsuki;Part II: Jōnin;;;Naruto Shippūden: Ultimate Ninja 5;;28;;;;;;;;;;;Missing-nin;;;;;;;
Mukade (movie);;;Movie;Ryūzaburō Ōtomo;J.B. Blanc;;Male;Deceased;;;;Minister of Rōran;Sunagakure, Rōran;;;Naruto Shippūden the Movie: The Lost Tower;;;;;;;;;Manipulating Attack Blades, Peacock Wisdom Queen, Puppet Performance: Skilful Achievement with a Human Body, Puppet Technique, Puppet: Rotation Attack, Ryūmyaku Chakra Control, Ryūmyaku: Great Dragon Fire, Ryūmyaku: Super Great Dragon Fire Technique, Ultra-Fast Regeneration Technique;;;;;Missing-nin;;;;;;;
Mukai Kohinata;;;Novel;;;;Male;Deceased;;;;;Konohagakure, Kirigakure;Part I: Jōnin;Itachi Shinden: Book of Bright Light;;;;34;;;;;;Eight Trigrams Sixteen Palms, Gentle Fist, Shadow Clone Technique;;Byakugan;;;;;;;;;;
Muku;;;Movie;Yūichi Nakamura , Kengo Kawanishi (Child);Bryce Papenbrook;;Male;Deceased;175;;;;Kusagakure;;;Naruto the Movie: Blood Prison;;;;;;;Mui (Father);Fire Release;Feather Launching, Giant Sphere;Box of Ultimate Bliss;;;;;;;;;;;
Murakumo Kurama;;Naruto Episode #207;Anime;Masato Funaki;Kirk Thornton;;Male;Deceased;174;;;Head of the Kurama clan;Konohagakure;Part I: Jōnin;;;;;;;;;Yakumo Kurama (Daughter), Uroko Kurama (Wife);Yin Release;;;;Kurama Clan;;;;;;;;;
Murasame;;;Anime, Novel;Toshiyuki Morikawa;Steven Blum;;Male;;;;;;Amegakure;;Naruto: Mission: Protect The Waterfall Village! (novel);;;Mission: Protect the Waterfall Village!;;Team Suien;;;;Water Release, Yin Release (Novel only);Heart Acceleration Technique (Novel only), Mist Servant Technique (Novel only), Water Release: Hail Barrage (Novel only), Water Release: Water Weapons (Novel only), Water Release: Water Whip;;;;;Missing-nin;;;;;;;
Musai;Naruto Chapter #546;Naruto Shippūden Episode #296;Anime, Manga;Taira Kikumoto;Robbie Daymond;;Male;;;;;;Kumogakure, Allied Shinobi Forces;;;;;;;;;;Osoi (Father) (Anime only);;;;;;;;;;;;;;
Muta Aburame;Naruto Chapter #427;Naruto Shippūden Episode #162;Anime, Manga, Movie;Hidenori Takahashi;Nicolas Roye;;Male;Deceased;;;;;Konohagakure, Allied Shinobi Forces;Part II: Tokubetsu Jōnin;;Naruto the Movie: Blood Prison;;;24;Infiltration and Reconnaissance Party;;;;;Insect Jamming Technique, Parasitic Destruction Insect Technique (Kikaichū, Shōkaichū);;;Aburame Clan;;;;;;;;;
Muyami;;Naruto Shippūden Episode #395;Anime;Takuya Iwahana;Bryce Papenbrook;;Male;;158;;;;Kusagakure;Part I: Genin;;;;;;Team Kazami;;;;Earth Release;Earth Release: Hiding Like a Mole Technique, Earth Release: Underground Projection Fish Technique, Summoning Technique (Moguranmaru);;;;;;;;;;;;
Mōryō;;;Movie;Seizō Katō;Daran Norris;;;Deceased;;;;;Land of Demons;;;Naruto Shippūden the Movie;;;;Ghost Army;;;;;;;;;Demon;;;;;;;;
Mū;Naruto Chapter #515;Naruto Shippūden Episode #256;Anime, Manga, Game;Osamu Mukai;J.B. Blanc , Jonathan Fahn (Shippūden episode 340), Wally Wingert (Ultimate Ninja Storm 3);June 6;Male;Deceased;173;55.6;O;Tsuchikage;Iwagakure;Part II: Kage;;;Naruto Shippūden: Ultimate Ninja Storm 3;;;;;;;Dust Release, Earth Release, Water Release, Fire Release, Wind Release, Lightning Release, Yang Release;Dust Release: Detachment of the Primitive World Technique, Dustless Bewildering Cover, Earth Release: Light-Weight Rock Technique, Fission Technique, Sensing Technique;Sword;;;;Sensor Type;;;;;;;Dust Release
Nadare Rōga;;;Game, Movie;Hirotaka Suzuoki;Liam OBrien;;Male;Deceased;;;;;Yukigakure;;;Naruto the Movie: Ninja Clash in the Land of Snow;Naruto: Ultimate Ninja 2;;;Dotōs Three-Man-Team;;;;Ice Release;Ice Release: One Horned White Whale, Ice Release: Tearing Dragon Fierce Tiger, Ice Release: Wolf Fang Avalanche Technique (Movie only);Chakra Armour, Chakra Disruption Device (Movie only);;;;;;;;;;;
Nae;Naruto Chapter #286;Naruto Shippūden Episode #36;Anime, Manga;;Laura Bailey;;Female;;;;;Traveller;Sunagakure;;;;;;19;;;;;;;;;;;;;;;;;;
Nagare;;Naruto Episode #164;Anime;Eiji Itō;Wally Wingert;;Male;;;;;;Land of Birds;;;;;;;Watari Ninja;Hokushin;;;Earth Release;Assimilate All Creation Technique, Assimilation: Rock Blizzard, Assimilation: Rock Tank, Assimilation: Sand Binding Coffin, Assimilation: Sand Waterfall Funeral, Hiding with Camouflage Technique;Tantō;;;;Missing-nin;;;;;;;
Nagato;Naruto Chapter #372;Naruto Shippūden Episode #128;Anime, Manga, Novel, Game, Movie;Junpei Morita , Kenyū Horiuchi (Pain), Tomoaki Maeno (Child), Shiho Hisajima (Female Animal Path);Vic Mignogna , Troy Baker (Pain), Matthew Mercer (Pain (Shippūden episode 454+)), Dave Wittenberg (Pain in Episode 135), Kari Wahlgren (Female Animal Path in Ultimate Ninja Storm 2), Stephanie Sheh (Female Animal Path);September 19;Male;Deceased;175.5;40.1;A;Akatsuki Leader, Village Head;Amegakure, Akatsuki;;Akatsuki Hiden: Evil Flowers in Full Bloom;Road to Ninja: Naruto the Movie (Pain);Naruto Shippūden: Ultimate Ninja Heroes 3 (Pain);;35;Ame Orphans;Konan;;Fusō (Mother), Ise (Father);Fire Release, Wind Release, Lightning Release, Earth Release, Water Release, Yang Release;Amplification Summoning Technique, Animal Path, Asura Attack, Asura Path, Banshō Tenin, Black Receiver, Blocking Technique Absorption Seal, Chibaku Tensei, Deva Path, Earth Release: Earth-Style Wall (Anime only), Five-Seal Barrier, Flaming Arrow Warhead, Flaming Arrow of Amazing Ability, Genjutsu Protect, Hidden Doorway Technique, Human Path, Magic Lantern Body Technique, Mirrored Sudden Attacker Technique, Naraka Path, Outer Path, Outer Path — Samsara of Heavenly Life Technique, Preta Path, Rain Tiger at Will Technique, Sealing Technique: Phantom Dragons Nine Consuming Seals, Sensing Technique, Shadow Clone Technique (Anime only), Shapeshifting Technique, Shinra Tensei, Six Paths Technique, Six Paths of Pain, Summoning Rinnegan, Summoning Technique (Demonic Statue of the Outer Path, Konan), Summoning: Demonic Statue of the Outer Path, Water Release: Exploding Water Colliding Wave (Anime only), Water Release: Wild Water Wave, Wind Release: Air Bullets (Anime only), Wind Release: Gale Palm;;Rinnegan;Uzumaki Clan;;S-rank, Sensor Type;;;;;;;
Naho;;Naruto Shippūden Episode #196;Anime;Tomoko Kaneda;Sandy Fox;;Female;;;;;;Land of Fire;;;;;;;;;;Fire Daimyō (Unknown kinship);;;;;;;;;;;;;;
Naka Uchiha;;Naruto Shippūden Episode #338;Anime, Game;Kengo Kawanishi;Bryce Papenbrook;;Male;Deceased;178;;;;Konohagakure;;;;Naruto Shippūden: Ultimate Ninja Storm 4;;;;;;;Yin Release, Yang Release;Izanagi;Sword;Sharingan , Mangekyō Sharingan;Uchiha Clan;;;;;;;;;
Namida Suzumeno;Konoha Shinden Chapter #1;Boruto Episode #1;Anime, Manga, Novel, Game;Sara Matsumoto;Tara Sands;;Female;;141;;;;Konohagakure;Gaiden: Genin;The New Leaves Soaring Through the Blue Sky!;;Naruto x Boruto: Ninja Voltage;;;Team 15;;;;Water Release (Anime only);Calling on Tears Technique (Anime only), Multiple String Light Formation (Anime only), String Light Formation (Anime only), Water Release: Wild Water Wave (Anime only);;;;;;;;;;;;
Namua;;Boruto Episode #275;Anime;Shinya Hamazoe;;;Male;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nan;;Naruto Episode #214;Anime;Hiroki Tōchi;Tony Oliver;;Male;;;;;Village Leader;Land of Sound;;;;;;;;;;Ran (Sister);;;Crossbow;;;;;;;;;;;
Nanafushi;;Naruto Episode #193;Anime;Ken Narita;Tony Oliver;;Male;;;;;Spy;Land of Valleys;;;;;;;;;;;;Transformation Technique;;;;;;;;;;;;
Nanara;Sasuke Retsuden Chapter #10;Boruto Episode #282;Anime, Manga, Novel;Juri Nagatsuma;;;Male;;;;;King of the Land of Redaku;Land of Redaku;;Kakashi Retsuden: The Sixth Hokage and the Failure Boy;;;;;;;;Manari (Sister);;;Shuigu (Novel only);;;;;;;;;;;
Nangō;;Naruto Shippūden Episode #144;Anime;Nobuaki Kanemitsu;Kyle Hebert;;Male;;;;;;;;;;;;;Magaki Group;;;;Earth Release, Lightning Release;Barrier Shattering Technique, Chakra Transfer Technique, Combination Transformation, Earth Release: Mud Body Technique, Hurricane Thunderclap, Impermanence of Worldly Things, Infinite Embrace, Multiple Infinite Embraces, Shadow Rope Technique, Telegram Flash;;;;;;;;;;;;
Naori Uchiha;;Naruto Shippūden Episode #338;Anime, Game;Mariko Higashiuchi;Carrie Keranen;;Female;Deceased;166;;;;Konohagakure;;;;Naruto Shippūden: Ultimate Ninja Storm 4;;;;;;;Yin Release;Izanami;Sword;Sharingan , Mangekyō Sharingan;Uchiha Clan;;;;;;;;;
Naraka Path (character);Naruto Chapter #379;Naruto Shippūden Episode #127;Anime, Manga, Game;Osamu Mukai;J.B. Blanc;;Male;Deceased;185;;;Priest;;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;Naruto x UT;;;;;;;;;;;;;;;;;;;
Naruto Musasabi;;;Novel;;;;Male;;;;;;Shuku Village;Part II: Jōnin;The Tale of the Utterly Gutsy Shinobi;;;;;Team Shū;;;;Wind Release, Lightning Release, Yang Release;;;;;;Sage;;6;;;;;
Naruto Uzumaki;Naruto Chapter #1;Naruto Episode #1;Anime, Manga, Novel, Game, Movie;Junko Takeuchi , Ema Kogure (Sexy Technique);Maile Flanagan , Stephanie Sheh (Sexy Technique), Jeannie Elias (Sexy Technique) (episode 53-55), Mary Elizabeth McGlynn (Sexy Technique) (episode 177), Kate Higgins (Sexy Technique) (episode 229);October 10;Male;Incapacitated;180;50.9;B;Hokage, Chūnin Exams Proctor (Anime only);Konohagakure, Mount Myōboku, Allied Shinobi Forces;Part I: Genin, Gaiden: Kage;Naruto: Innocent Heart, Demonic Blood;Naruto the Movie: Ninja Clash in the Land of Snow;Naruto: Konoha Ninpōchō;Find the Four-Leaf Red Clover!;17;Team Kakashi, Sasuke Recovery Team, Konoha 11 (Anime only), Bikōchū Search Team (Anime only), Kaima Capture Team (Anime only), Star Guard Team (Anime only), Peddlers Escort Team (Anime only), Kazekage Rescue Team, Team One (Anime only), Eight Man Squad, Hanabi Rescue Team (Movie only);;12607;Minato Namikaze (Father), Kushina Uzumaki (Mother), Boruto Uzumaki (Son), Himawari Uzumaki (Daughter), Kawaki (Adoptive Son), Hinata Uzumaki (Wife), Jiraiya (Godfather);Wind Release (Affinity), Lightning Release, Earth Release, Water Release, Fire Release, Lava Release, Magnet Release, Boil Release, Yin Release, Yang Release, Yin–Yang Release;All Directions Shuriken, Baryon Mode, Big Ball Rasengan, Big Ball Rasenshuriken, Big Ball Spiralling Serial Zone Spheres, Boil Release: Unrivalled Strength, Chakra Transfer Technique, Clone Body Blow, Clone Spinning Heel Drop (Anime only), Combination Transformation, Continuous Tailed Beast Balls, Earth Release: Earth-Style Wall, Erupting Propulsion Fist, Fire Release: Toad Oil Flame Bullet (Anime only), Frog Kata, Frog Strike, Gentle Step Spiralling Twin Lion Fists, Harem Technique, Hurricane Thunderclap — Majestic Attire Sword Stroke, Ink Creation, Kurama Arm Attack, Mini-Rasenshuriken, Multiple Shadow Clone Technique, Naruto Region Combo, Naruto Uzumaki Combo, Naruto Uzumaki Two Thousand Combo, Negative Emotions Sensing, New Sexy Technique, Nine-Tails Chakra Mode, Ninja Art: Bare-Handed Blade Block, One Thousand Years of Death, Pachinko Technique (Anime only), Parachute, Parent and Child Rasengan, Planetary Rasengan, Rasengan, Rasengan: Flash, Regeneration Ability, Runt Ball Rasengan (Anime only), Sage Art: Lava Release Rasenshuriken, Sage Art: Magnet Release Rasengan, Sage Art: Many Ultra-Big Ball Spiralling Serial Spheres, Sage Art: Super Tailed Beast Rasenshuriken, Sage Mode, Scorch Release: Halo Hurricane Jet Black Arrow Style Zero, Sexy Reverse Harem Technique, Sexy Technique, Sexy Technique: Pole Dance and Nice Body (Anime only), Shadow Clone Technique, Shadow Shuriken Technique, Shuriken Shadow Clone Technique (Anime only), Six Paths Sage Mode, Six Paths Senjutsu, Six Paths Yang Power, Six Paths — Chibaku Tensei, Six Paths: Ultra-Big Ball Rasenshuriken, Soap Bubble Ninjutsu (Anime only), Spiralling Absorption Sphere, Spiralling Serial Spheres, Spiralling Strife Spheres, Strong Fist (Anime only), Summoning Technique (Toad), Summoning: Food Cart Destroyer Technique, Super Mini-Tailed Beast Ball, Super-Ultra-Big Ball Rasengan, Tailed Beast Ball, Tailed Beast Ball Rasenshuriken, Tailed Beast Chakra Arms, Tailed Beast Full Charge, Tailed Beast Rasengan, Tailed Beast Shockwave, Torii Seal, Truth-Seeking Ball, Turning into a Frog Technique (Anime only), Typhoon Water Vortex Technique, Ultra-Big Ball Rasengan, Ultra-Many Spiralling Serial Spheres, Uzumaki Formation (Anime only), Wind Release: Rasengan, Wind Release: Rasenshuriken, Wind Release: Repeated Rasenshuriken, Wind Release: Toad Gun (Anime only), Wind Release: Toad Oil Bullet (Anime only), Wind Release: Toad Oil Flame Bullet (Anime only), Wind Release: Ultra-Big Ball Rasenshuriken, Wisdom Wolf Decay;Absorbing Hand, Bō (Anime only), Chakra Blade (Anime only), Flying Thunder God Kunai, Fūma Shuriken, Hidden Kunai Mechanism, Sand;Lava Release , Magnet Release , Boil Release;Uzumaki Clan;;Jinchūriki, Sage, Sensor Type;;12;;Shukaku, Matatabi, Isobu, Son Gokū, Kokuō, Saiken, Chōmei, Gyūki, Kurama (Forms);;;
